Thana,District,Month,Year,Time,Junction_Type,Traffic_Control,Movement,Divider,Weather,Light,Road_Geometry,Surface_Condition,Surface_Type,Surface_Quality,Road_Class,Road_Feature,Location_Type,Vehicle_Type,Vehicle_Movement,Vehicle_Loading,Vehicle_Defect,Vehicle_Driver_Age,Vehicle_Alcohol,Vehicle_Seat_Belt,Accident_Severity
1,42,8,2014,3,7,4,2,1,1,1,1,1,1,1,5,1,1,10,6,1,1,40,1,2,0
10,42,8,2014,2,1,8,1,2,1,1,1,1,1,1,5,1,1,7,6,1,1,40,2,2,0
23,42,9,2014,1,1,2,2,2,2,3,1,2,1,1,5,1,1,9,6,1,1,30,2,2,0
29,42,8,2014,3,2,3,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,40,2,2,0
12,42,9,2014,1,1,4,2,1,1,3,1,1,1,1,5,1,1,7,1,1,1,25,1,2,1
12,42,9,2014,2,3,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,45,2,2,1
1,42,9,2014,4,2,1,1,1,1,3,2,1,1,1,5,1,1,9,1,1,1,22,2,2,1
17,42,9,2014,4,3,4,2,1,1,3,2,3,1,1,5,2,1,12,3,1,1,27,2,2,0
6,42,9,2014,2,1,4,2,1,1,2,1,1,1,1,5,1,1,6,6,1,1,40,2,2,0
6,42,9,2014,3,1,4,2,1,1,1,1,1,1,1,5,1,1,14,6,1,1,40,2,2,1
6,42,9,2014,4,1,4,2,2,1,3,1,1,1,1,5,1,1,9,6,1,1,45,2,2,0
6,42,9,2014,2,1,4,2,1,1,1,1,1,1,1,5,1,1,14,6,1,1,35,2,2,0
14,42,9,2014,4,2,4,2,2,1,3,1,1,1,1,1,1,1,14,6,1,1,40,2,2,0
44,42,9,2014,1,3,1,1,1,1,3,1,1,1,1,1,1,1,14,2,1,1,45,1,2,0
30,42,9,2014,4,3,3,2,2,1,4,1,1,1,1,4,1,2,19,6,1,2,40,1,2,0
30,42,9,2014,3,1,4,1,2,1,1,1,1,1,1,5,1,1,19,6,1,1,19,2,2,3
9,42,9,2014,2,2,1,2,1,1,2,1,1,1,1,5,1,1,9,6,1,1,45,2,2,0
9,42,9,2014,4,2,1,2,1,1,3,1,1,1,1,5,1,1,9,6,1,1,30,2,2,0
25,42,9,2014,4,2,1,2,1,1,3,1,1,1,1,2,1,1,14,6,1,1,30,2,2,0
25,42,9,2014,3,1,1,2,2,1,1,1,1,1,1,5,1,1,13,6,1,1,30,2,2,1
34,42,9,2014,2,1,4,1,1,1,1,1,1,1,1,5,1,1,8,6,1,1,18,2,2,0
34,42,9,2014,3,3,1,1,1,1,1,1,1,1,1,5,1,1,9,6,1,1,30,1,2,0
34,42,9,2014,3,1,4,2,1,1,1,1,1,3,1,5,1,1,14,6,1,1,40,1,2,0
34,42,9,2014,1,3,3,2,1,1,3,1,1,1,1,5,1,1,9,3,1,1,25,1,2,0
37,42,9,2014,2,1,1,1,1,1,3,1,1,1,1,5,1,1,8,8,1,1,35,2,2,1
42,42,10,2014,3,2,4,2,1,1,1,1,1,1,1,5,1,1,10,6,1,1,30,2,1,0
37,42,10,2014,2,1,4,2,1,1,1,1,1,1,1,5,1,1,8,6,2,1,42,1,2,0
9,42,10,2014,3,1,4,2,2,1,1,1,1,1,1,5,1,1,9,6,1,1,40,2,2,0
25,42,10,2014,1,1,4,2,1,1,2,1,1,1,1,5,1,1,9,6,1,1,40,2,2,0
45,42,10,2014,4,1,4,1,2,1,1,1,1,1,1,5,1,1,8,6,1,1,30,2,2,0
17,42,10,2014,2,1,4,1,2,1,1,1,1,1,1,5,1,1,8,4,1,1,25,2,2,1
36,42,10,2014,3,1,4,2,2,1,1,1,1,1,1,5,2,1,13,6,1,1,42,2,2,0
36,42,10,2014,2,1,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,32,1,2,0
16,42,10,2014,2,1,1,2,1,1,1,1,1,1,1,5,1,1,8,5,1,1,40,1,2,0
23,42,10,2014,4,1,4,1,2,1,1,1,1,1,1,1,1,1,10,5,1,1,30,2,2,0
23,42,10,2014,4,1,1,2,2,1,3,1,1,1,1,3,1,1,10,6,1,1,30,2,0,0
44,42,10,2014,3,3,1,1,2,1,1,1,1,1,1,1,1,1,9,1,1,1,40,1,2,0
44,42,10,2014,2,3,1,2,2,1,1,1,1,1,1,1,1,1,7,6,1,1,40,2,2,0
36,42,11,2014,2,1,4,2,1,1,1,1,1,1,1,5,1,1,8,6,1,1,31,2,2,1
36,42,11,2014,3,1,4,2,1,1,1,1,1,1,1,5,1,1,10,6,1,1,40,2,2,1
28,42,11,2014,2,3,4,2,1,1,1,1,1,1,1,5,1,1,19,6,1,1,40,2,2,0
40,42,3,2014,3,2,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,35,2,2,0
40,42,3,2014,2,2,1,2,1,1,2,1,1,1,1,5,1,1,9,6,1,1,50,2,2,0
40,42,6,2014,2,1,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,35,2,2,0
40,42,7,2014,4,2,1,2,1,1,3,1,1,1,1,5,1,1,9,6,1,1,35,2,2,0
40,42,8,2014,3,1,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,30,2,2,1
17,42,11,2014,4,1,4,2,1,1,2,1,1,1,1,5,1,1,12,6,1,1,28,2,1,1
17,42,11,2014,3,1,4,2,1,1,1,1,1,1,1,5,1,1,7,6,1,1,40,2,1,0
23,42,11,2014,2,1,4,2,1,1,1,1,1,1,1,1,1,1,8,5,1,1,35,2,2,1
23,42,11,2014,2,1,6,1,2,1,1,1,1,1,1,1,1,1,9,6,1,1,40,2,2,0
34,42,10,2014,2,3,4,2,1,1,1,1,1,1,1,5,1,1,14,6,1,1,41,2,2,1
34,42,11,2014,4,3,4,2,1,1,3,1,1,1,1,5,1,1,13,6,1,1,45,2,2,0
34,42,11,2014,1,1,4,2,1,1,3,1,1,1,1,5,1,1,14,6,1,1,40,2,2,0
44,42,11,2014,2,3,4,1,1,1,1,1,1,1,1,1,1,1,9,6,1,1,32,1,2,0
44,42,11,2014,3,4,4,2,1,1,1,1,1,1,1,1,1,1,7,5,1,1,35,1,2,0
22,42,11,2014,4,1,4,2,1,1,3,1,1,1,1,1,1,1,9,6,1,1,45,2,2,0
22,42,11,2014,3,1,4,2,1,1,1,1,1,1,1,1,1,1,9,6,1,1,45,2,2,0
1,42,11,2014,2,1,4,1,1,1,1,1,1,1,1,5,1,1,9,6,1,1,28,1,2,1
33,42,12,2014,1,3,4,2,1,1,3,1,1,1,1,5,1,1,14,6,1,1,26,2,2,3
33,42,12,2014,2,5,4,1,2,1,1,1,1,1,1,1,1,1,9,6,1,1,40,2,2,0
33,42,12,2014,1,3,4,1,1,4,3,1,1,1,1,5,1,1,9,6,1,1,30,2,2,0
14,42,12,2014,3,1,4,1,1,1,1,1,1,1,1,1,1,1,9,6,1,1,28,2,2,3
14,42,12,2014,1,3,1,2,2,1,2,1,1,1,1,3,1,1,9,6,1,1,40,1,2,0
27,42,11,2014,4,2,4,2,1,1,3,1,1,1,1,5,1,1,14,6,1,1,45,2,2,0
27,42,11,2014,4,1,4,2,1,1,2,1,1,1,1,5,1,1,12,6,1,1,28,2,2,1
34,42,12,2014,4,2,6,2,2,1,3,1,1,1,1,5,1,1,14,4,1,1,40,2,2,0
11,42,11,2014,1,1,4,2,1,1,2,1,1,1,1,2,1,1,9,6,1,1,48,2,2,1
17,42,12,2014,1,3,4,1,2,2,1,1,1,1,1,5,1,1,12,6,1,1,35,2,2,3
9,42,11,2014,4,1,1,1,1,1,3,1,1,1,1,5,1,1,9,6,1,1,40,2,2,0
9,42,11,2014,4,1,1,1,1,1,2,1,1,1,1,5,1,1,6,6,1,1,30,1,2,1
9,42,12,2014,3,1,1,2,2,1,1,1,1,1,1,5,1,1,9,6,1,1,40,1,2,3
9,42,12,2014,1,1,1,2,1,1,2,1,1,1,1,5,1,1,14,6,1,1,65,1,2,0
32,42,11,2014,2,1,4,2,1,1,1,1,1,1,1,2,1,1,10,6,1,1,40,2,2,1
10,42,11,2014,2,7,4,2,2,1,1,1,1,1,1,5,1,1,9,6,1,1,40,2,2,0
29,42,10,2014,2,1,4,2,1,1,3,1,1,1,1,5,1,1,9,6,1,1,40,2,2,1
29,42,12,2014,3,2,4,2,1,1,3,1,1,1,1,5,1,1,14,6,1,1,32,2,2,0
48,42,6,2014,2,1,8,1,1,1,1,1,1,1,1,5,1,1,9,6,1,1,32,2,2,3
48,42,6,2014,1,1,4,1,2,1,2,1,1,1,1,5,1,1,9,6,1,1,40,2,2,0
48,42,9,2014,1,1,1,1,1,1,4,1,1,1,1,5,1,1,13,6,1,1,28,2,2,0
33,42,12,2014,4,1,1,2,1,1,4,1,1,1,3,5,1,1,15,6,1,1,35,2,2,3
48,42,1,2014,4,1,4,2,1,1,2,1,1,1,1,5,1,1,9,6,1,1,40,2,2,1
40,42,3,2014,2,2,4,2,1,1,2,1,1,1,1,5,1,1,9,6,1,1,30,2,2,0
40,42,6,2014,2,1,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,35,2,2,0
33,42,1,2014,4,7,8,2,1,1,3,2,1,1,1,5,5,1,9,6,1,1,45,2,2,3
15,42,9,2014,2,1,6,1,1,1,1,1,1,1,1,5,1,1,9,6,1,1,30,2,2,0
39,42,3,2014,3,2,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,35,2,2,0
39,42,3,2014,2,2,1,2,1,1,2,1,1,1,1,5,1,1,9,6,1,1,50,2,2,0
2,42,7,2014,4,2,2,2,2,1,3,1,1,1,1,4,1,1,9,6,1,1,35,2,2,0
39,42,8,2014,3,1,4,2,2,1,1,1,1,1,1,5,1,1,9,6,1,2,30,2,2,1
39,42,3,2014,2,2,4,2,1,1,2,1,1,1,1,5,1,1,9,6,1,2,30,2,2,0
39,42,6,2014,2,1,4,2,1,1,1,1,1,1,1,5,1,1,9,6,1,1,35,2,2,0
20,42,12,2014,4,1,1,2,1,1,4,2,1,2,2,1,1,1,9,6,1,1,40,2,2,0
3,24,4,2014,1,1,2,2,2,1,4,1,1,1,1,4,1,2,19,6,2,7,33,1,2,0
4,24,2,2014,4,7,8,2,2,2,2,2,2,1,1,2,1,2,9,6,1,7,33,2,2,0
1,21,3,2014,4,1,1,2,2,1,2,1,1,1,1,1,1,1,19,6,2,7,33,1,2,0
4,22,4,2014,2,1,1,2,2,1,4,1,1,1,1,2,1,2,4,6,1,1,42,2,2,0
2,23,4,2014,2,1,1,2,2,1,1,1,1,1,2,4,1,2,18,6,1,1,33,2,2,1
3,23,4,2014,1,1,1,2,1,1,1,1,1,1,1,3,1,2,8,6,1,1,35,2,2,0
4,26,2,2014,4,1,1,2,2,1,4,1,1,1,1,2,1,1,19,6,2,7,33,1,2,0
5,26,1,2014,1,4,1,2,2,1,1,4,1,1,1,1,1,1,14,6,2,7,33,1,2,0
7,26,6,2014,3,3,1,1,2,1,1,4,1,1,2,4,1,2,8,6,1,1,33,1,2,0
8,26,6,2014,4,7,1,2,2,1,4,1,1,1,1,4,1,2,4,6,1,1,25,1,2,0
3,19,8,2014,2,1,1,2,2,1,1,1,1,1,1,3,1,2,4,6,1,1,40,1,2,3
1,18,3,2014,2,1,1,2,2,1,1,1,1,1,1,5,1,1,9,8,1,1,33,2,2,0
1,18,3,2014,3,1,8,2,2,1,1,1,1,1,1,4,1,2,19,6,1,7,26,2,2,0
1,18,3,2014,2,1,8,2,2,1,1,1,1,1,1,5,1,2,7,6,1,1,33,2,2,0
1,18,5,2014,3,1,1,2,2,1,1,1,1,1,1,5,1,1,14,6,1,1,33,2,2,0
1,18,5,2014,2,1,1,2,2,1,1,1,1,1,2,5,1,1,19,6,1,1,33,1,2,0
2,18,2,2014,2,1,1,2,2,1,2,1,1,1,1,3,1,1,9,6,1,1,33,1,2,0
3,18,4,2014,3,1,1,2,2,1,1,1,1,1,1,3,1,2,6,2,1,7,33,2,2,1
4,18,9,2014,3,1,1,2,2,1,1,2,1,1,1,2,1,2,19,6,2,7,22,2,2,0
1,18,8,2014,3,1,1,1,1,1,1,1,1,1,1,4,1,2,8,6,1,1,50,2,2,1
1,18,7,2014,1,1,1,2,1,2,1,1,1,1,2,5,2,1,14,6,1,1,21,2,2,0
5,18,2,2014,3,1,1,2,2,1,1,1,1,1,1,2,2,2,9,6,1,1,33,2,2,3
6,18,5,2014,2,1,1,2,2,1,3,1,1,1,1,2,1,2,14,6,2,1,33,2,2,0
6,18,8,2014,2,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,5,33,2,2,0
7,18,2,2014,2,1,1,2,2,1,1,2,1,1,1,1,1,2,14,6,2,1,45,2,2,0
1,20,5,2014,3,1,1,2,2,1,1,1,1,1,1,2,1,2,9,6,1,3,35,2,2,0
3,25,5,2014,4,1,1,2,2,2,4,1,2,1,1,4,1,2,1,6,1,1,35,1,2,3
1,24,11,2014,3,3,1,2,2,1,1,1,1,1,1,1,1,2,11,4,1,1,33,1,2,1
4,26,8,2014,1,4,1,2,2,1,4,1,1,1,1,2,1,2,19,6,2,1,33,1,0,0
5,24,10,2014,3,1,1,2,2,1,1,1,1,1,1,5,1,2,8,6,2,1,35,2,2,0
5,24,7,2014,2,1,1,2,2,2,2,1,2,1,1,2,1,1,9,6,1,1,40,2,2,0
8,24,9,2014,2,1,2,2,2,1,1,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
3,29,12,2014,2,1,8,2,2,1,1,1,1,1,1,2,1,2,4,6,1,1,27,2,2,1
6,29,7,2014,2,1,1,2,2,1,1,1,1,1,1,2,1,2,4,6,1,1,36,2,2,0
5,21,5,2014,1,1,1,2,2,1,4,1,1,1,1,4,1,2,10,6,2,1,33,2,2,0
6,25,8,2014,3,2,1,2,2,1,1,1,1,1,1,4,1,2,9,6,2,1,33,2,2,0
1,22,6,2014,1,1,1,2,2,1,1,1,1,1,1,1,1,1,9,6,2,1,33,2,2,0
6,25,7,2014,4,3,1,2,2,1,2,1,1,1,1,4,1,2,9,6,2,1,33,1,2,0
1,25,7,2014,1,1,7,2,1,1,3,1,1,1,2,1,2,1,9,6,1,3,33,2,2,0
1,25,7,2014,1,1,1,2,2,1,1,1,1,1,1,4,1,2,14,6,1,1,35,2,2,0
1,25,11,2014,1,1,1,2,2,1,1,3,1,1,2,4,1,2,9,6,1,3,33,2,2,0
1,25,1,2014,2,1,1,2,2,1,1,1,1,1,1,2,1,2,14,7,2,1,33,2,2,0
1,25,2,2014,2,1,1,2,2,1,1,1,1,1,1,4,1,2,14,7,2,1,33,2,2,0
1,25,3,2014,2,1,1,1,1,1,2,1,1,1,1,2,1,2,14,6,2,1,33,2,2,0
1,25,4,2014,3,1,1,2,2,1,1,1,1,1,1,4,1,2,14,6,1,1,33,2,2,0
1,25,9,2014,2,1,1,2,2,1,1,1,1,1,1,4,1,2,14,6,1,1,33,2,2,0
1,25,9,2014,1,1,1,2,2,1,1,1,1,1,1,4,1,2,18,6,2,1,33,2,2,0
7,18,7,2014,2,1,1,2,2,2,1,2,2,1,3,1,1,2,9,6,1,1,33,2,2,0
1,24,8,2014,1,7,1,2,2,1,4,1,1,1,1,5,1,2,14,6,1,1,33,2,2,0
1,19,6,2014,2,2,1,2,2,1,1,1,1,1,1,5,1,1,9,3,2,1,26,2,2,0
2,18,4,2014,4,1,1,2,2,1,1,1,1,1,1,4,1,2,19,6,2,1,24,2,2,0
6,25,6,2014,1,1,1,2,2,1,3,2,1,1,2,2,1,2,17,6,2,1,33,1,2,1
3,28,4,2014,2,7,6,2,2,1,2,1,1,1,1,5,1,1,9,6,1,7,33,1,2,0
4,28,2,2014,2,1,8,2,2,1,1,1,1,1,1,5,1,1,7,6,1,1,31,2,1,0
8,28,1,2014,4,2,1,1,2,1,2,1,1,1,1,5,2,2,9,8,1,1,33,1,2,1
8,28,4,2014,4,7,8,1,2,1,4,1,1,1,1,5,1,2,19,6,1,7,33,1,2,0
2,28,7,2014,3,7,8,2,2,1,1,1,1,1,1,5,1,1,9,6,1,7,33,2,2,0
3,28,7,2014,3,1,1,2,2,1,1,1,1,1,1,5,1,1,4,6,1,1,28,2,2,3
8,28,8,2014,4,3,4,1,2,1,2,1,1,1,1,1,1,2,13,4,1,1,34,2,2,3
3,28,9,2014,3,4,1,2,2,1,1,2,1,1,1,5,1,1,14,6,1,7,40,1,2,0
5,28,9,2014,3,7,1,2,2,1,1,1,1,1,1,5,1,1,19,7,1,7,33,1,2,0
3,28,9,2014,3,1,8,2,2,1,1,1,1,1,1,5,1,1,4,11,1,7,22,2,2,0
3,28,10,2014,3,7,8,2,2,1,1,1,1,1,1,5,1,1,9,6,1,7,33,1,2,0
3,28,11,2014,3,7,8,2,2,1,2,1,1,1,1,5,1,1,14,5,1,1,33,2,2,1
4,28,11,2014,4,7,8,1,2,1,3,1,1,1,1,5,1,1,14,11,1,1,33,1,2,0
5,28,10,2014,4,7,1,2,2,1,2,1,1,1,1,5,1,1,14,7,1,1,33,1,2,1
5,28,11,2014,4,4,8,2,2,1,2,1,1,1,1,5,1,1,9,11,1,1,25,2,2,0
10,9,6,2014,4,1,1,1,2,1,2,1,1,1,1,1,1,1,9,6,1,1,36,2,2,0
3,8,4,2014,1,1,1,2,1,1,2,1,1,1,1,1,3,2,19,6,1,1,33,2,2,2
3,8,4,2014,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,40,2,2,0
3,8,4,2014,1,1,1,2,1,1,2,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
3,8,5,2014,1,1,1,2,2,1,4,1,1,1,1,1,1,2,14,6,1,1,35,2,2,0
3,8,5,2014,3,1,1,2,1,1,1,1,1,1,1,1,1,2,14,6,1,1,35,2,2,1
3,8,6,2014,2,1,1,2,1,1,4,1,1,1,1,1,1,2,14,6,1,1,33,2,2,3
3,8,7,2014,1,1,1,2,1,1,2,1,1,1,1,1,1,2,9,5,1,1,33,2,2,0
3,8,7,2014,2,1,1,2,1,1,1,1,1,1,1,1,1,2,13,6,1,1,33,2,2,0
1,8,5,2014,1,1,1,2,2,1,1,1,1,1,1,4,1,2,17,11,1,1,33,2,2,0
7,8,7,2014,4,7,1,2,2,1,3,1,1,1,1,3,1,2,19,6,1,1,33,2,2,0
3,6,5,2014,3,1,1,2,2,1,1,1,1,1,1,3,1,2,4,6,1,1,20,2,2,3
2,6,2,2014,4,7,1,2,2,1,2,1,1,1,1,1,1,1,12,4,1,1,33,2,2,0
5,6,7,2014,2,1,1,2,2,1,2,1,1,1,1,1,1,2,14,6,1,1,33,2,2,0
1,6,3,2014,3,1,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,1,33,2,2,0
1,2,2,2014,3,1,1,2,2,1,1,1,1,1,1,3,1,2,12,6,1,1,26,2,2,1
2,2,2,2014,3,1,1,2,2,1,1,1,1,1,1,3,1,2,12,6,1,1,33,2,2,0
1,2,4,2014,3,1,1,2,2,1,1,1,1,1,1,1,1,1,14,6,1,1,33,1,2,0
4,2,7,2014,3,1,1,2,2,1,1,1,1,1,1,4,1,2,1,8,1,6,40,2,2,0
4,2,8,2014,2,1,1,2,2,1,1,1,1,1,1,3,1,1,19,6,1,6,30,2,2,0
5,1,2,2014,2,1,1,2,2,1,1,1,1,1,1,1,1,2,14,5,1,1,28,2,2,1
5,1,8,2014,3,1,1,2,2,1,1,1,1,1,1,1,1,2,7,6,1,1,33,2,2,0
1,1,5,2014,4,1,1,2,2,1,4,1,1,1,1,3,1,2,19,6,2,1,25,2,2,0
6,6,12,2014,1,1,4,2,1,4,2,1,1,1,1,1,1,2,12,6,1,1,33,2,2,0
5,6,10,2014,2,1,1,2,2,1,1,1,1,1,1,4,1,2,14,6,1,1,45,2,2,0
3,6,11,2014,4,1,3,2,2,1,4,2,1,1,1,1,1,2,14,6,1,1,33,2,2,0
2,14,1,2014,3,7,8,1,2,4,1,1,1,2,1,5,1,2,17,6,1,7,33,1,2,0
2,14,2,2014,2,7,6,2,2,1,3,1,1,1,1,5,1,1,14,11,1,7,33,1,0,0
2,14,2,2014,4,1,1,2,2,1,1,1,1,1,1,5,1,1,9,6,1,1,33,2,2,0
3,14,2,2014,4,1,1,1,2,1,2,1,1,1,1,5,1,1,9,6,1,1,33,2,2,0
4,14,4,2014,4,3,3,2,2,1,1,1,1,1,1,5,1,2,5,9,1,7,33,2,2,0
1,14,5,2014,2,7,1,2,2,1,1,1,1,1,1,5,1,1,8,6,1,7,34,2,2,0
4,14,6,2014,2,2,1,2,2,2,2,1,1,1,1,5,1,1,14,9,1,7,33,1,2,0
2,14,11,2014,3,7,1,2,1,1,1,2,1,1,1,5,1,1,14,1,1,7,33,2,2,3
3,14,12,2014,4,2,1,2,2,1,3,1,1,1,1,5,1,1,19,6,1,1,22,2,2,3
4,14,3,2014,4,2,1,2,2,1,2,1,1,1,1,5,1,1,18,11,1,7,33,2,2,0
4,14,4,2014,3,3,1,2,2,1,1,1,1,1,1,5,1,1,19,11,1,7,33,2,2,0
4,14,9,2014,3,3,1,2,2,1,1,1,1,1,1,5,1,1,9,11,1,7,33,2,2,0
4,14,10,2014,3,3,1,2,2,1,1,1,1,1,1,5,1,1,14,11,1,7,33,2,2,0
1,14,3,2014,4,7,3,2,2,1,4,1,1,1,1,5,1,1,14,11,1,1,32,2,2,0
4,14,9,2014,4,2,1,2,2,1,1,1,1,1,1,5,1,1,4,11,1,7,20,2,2,1
2,70,1,2014,3,7,3,2,2,1,1,1,1,1,1,5,1,1,14,8,1,1,32,2,2,1
2,70,10,2014,4,7,1,2,1,2,2,4,1,1,1,5,4,1,14,6,1,1,29,2,2,0
6,70,7,2014,1,7,8,2,2,1,4,1,1,1,1,5,1,2,9,11,1,3,42,2,2,0
6,70,8,2014,2,7,8,2,2,1,1,1,1,1,1,5,1,1,11,6,1,7,40,2,2,0
6,56,10,2014,3,1,1,1,2,1,1,1,1,1,1,1,1,2,8,11,1,7,45,2,2,0
6,56,10,2014,3,3,4,2,2,1,1,1,1,1,1,5,1,2,9,6,1,7,55,2,1,0
5,70,4,2014,2,7,1,1,2,1,1,1,1,1,1,5,1,1,6,5,1,1,20,2,2,0
7,54,1,2014,2,2,1,1,2,1,2,1,1,1,1,1,1,2,19,11,1,7,0,2,2,0
11,54,2,2014,3,2,1,1,1,2,1,1,1,1,1,1,2,1,14,6,1,1,0,2,2,0
2,54,2,2014,2,1,1,2,2,1,1,1,3,1,1,1,1,2,9,5,1,1,26,2,2,0
9,54,4,2014,3,7,1,1,1,1,1,1,1,1,1,2,1,2,12,6,1,1,27,2,2,0
6,54,4,2014,3,3,1,2,2,1,1,1,1,1,1,2,1,2,12,6,1,7,41,2,2,0
11,54,5,2014,4,2,8,2,2,1,2,1,1,1,1,2,1,1,14,6,1,7,29,2,2,0
10,54,5,2014,4,7,3,1,2,1,1,1,1,1,1,2,1,2,13,8,1,1,35,1,2,0
11,54,5,2014,3,2,8,2,1,1,1,1,1,1,1,1,1,2,7,6,1,1,35,2,2,0
9,54,6,2014,4,6,1,1,2,1,1,1,1,1,1,2,1,2,9,6,2,1,35,2,2,0
2,54,6,2014,2,7,8,1,2,1,2,1,1,1,1,2,4,2,4,5,1,7,25,2,2,0
11,54,7,2014,3,7,1,2,2,1,1,1,1,1,1,1,1,2,19,11,1,7,29,2,1,0
11,54,3,2014,2,3,1,2,2,1,1,1,1,1,1,1,1,2,11,6,1,1,30,2,2,0
2,54,7,2014,3,3,1,2,2,1,1,2,1,1,1,5,4,1,13,11,1,7,35,2,2,0
2,54,10,2014,3,7,8,2,2,1,2,2,1,1,1,2,1,2,8,6,1,7,35,2,2,0
2,54,10,2014,4,7,8,1,2,1,1,1,1,1,1,1,1,2,8,6,1,7,25,2,2,0
8,54,11,2014,3,2,1,1,2,1,1,1,1,1,1,1,1,2,9,6,1,1,38,2,2,0
11,54,12,2014,2,2,3,2,2,1,1,1,1,1,1,1,2,1,9,8,1,1,42,2,2,0
8,54,12,2014,4,2,1,1,2,1,1,1,1,1,1,1,1,2,12,6,1,1,30,2,2,0
3,55,1,2014,2,7,8,2,2,1,1,4,1,1,1,4,1,2,5,1,1,1,48,2,2,0
2,55,1,2014,4,7,8,2,2,1,2,2,1,1,1,4,4,2,12,2,1,7,30,1,2,0
1,55,1,2014,2,1,1,2,2,4,2,1,2,1,2,1,1,1,13,6,1,1,30,2,2,0
6,55,2,2014,3,7,1,2,2,1,4,1,1,1,1,1,1,2,10,1,1,7,22,2,2,0
1,55,4,2014,2,3,3,1,2,1,1,1,1,1,1,1,1,1,5,6,1,1,30,2,2,0
4,55,4,2014,2,1,8,2,2,1,1,1,1,1,1,3,1,2,19,6,1,1,30,2,2,0
4,55,6,2014,4,7,8,2,2,1,1,1,1,1,1,1,1,2,7,6,1,1,25,2,2,0
6,55,9,2014,4,1,8,1,2,1,3,1,1,1,1,1,1,2,6,7,1,1,30,2,2,0
6,55,8,2014,4,3,1,2,2,1,1,1,1,1,1,2,1,2,8,6,1,7,35,2,2,0
4,55,8,2014,3,3,1,2,2,1,1,1,1,1,1,1,1,2,7,6,1,1,35,2,2,0
11,53,1,2014,2,7,8,2,2,1,1,1,1,1,1,4,1,2,17,6,1,7,18,2,2,0
6,53,4,2014,4,7,1,1,2,1,1,1,1,1,3,1,2,2,6,11,2,7,36,2,2,0
8,53,5,2014,3,7,8,2,2,1,1,1,1,1,2,4,1,2,17,11,2,7,29,2,2,0
3,53,8,2014,4,7,8,2,2,1,4,1,1,1,1,1,1,2,19,11,2,1,29,2,2,0
2,53,10,2014,2,7,7,2,2,1,1,1,1,1,1,4,1,1,4,6,2,7,29,2,2,0
5,53,9,2014,4,1,1,2,2,1,1,1,1,1,1,4,1,2,4,6,1,1,24,2,2,0
12,53,9,2014,4,1,1,2,2,1,1,1,1,1,1,2,1,2,12,1,1,5,25,2,2,0
3,53,3,2014,4,1,1,2,2,1,1,1,1,1,1,1,1,2,10,11,1,7,25,2,2,0
12,53,3,2014,3,7,1,2,2,1,1,1,1,1,1,1,1,2,9,6,1,7,29,2,2,0
8,53,3,2014,2,7,8,2,2,1,1,1,1,1,3,2,1,2,17,11,2,7,36,2,2,0
3,53,3,2014,3,4,8,2,2,1,1,1,1,1,1,2,1,1,14,6,1,1,26,2,2,0
1,53,3,2014,1,4,8,2,2,1,2,3,1,3,3,2,1,2,12,7,1,7,45,2,2,0
1,53,3,2014,1,2,8,1,2,1,2,1,1,1,1,2,1,1,9,11,1,2,29,2,2,0
3,56,1,2014,4,7,1,2,2,1,2,1,1,1,1,1,1,2,9,6,1,1,30,2,2,0
9,56,1,2014,4,7,1,2,2,1,4,1,1,1,1,1,1,1,19,11,2,7,29,2,2,0
7,56,1,2014,2,7,1,2,2,1,2,1,1,1,1,1,1,2,19,6,2,7,0,1,2,0
7,56,2,2014,4,7,1,2,2,1,4,1,1,1,1,1,1,2,19,6,2,7,35,2,2,0
8,56,2,2014,2,3,1,1,2,1,1,1,1,1,1,1,1,2,7,6,2,1,39,2,2,1
9,56,2,2014,4,7,1,2,2,1,1,1,1,1,1,1,1,2,8,11,1,7,41,2,2,0
7,56,3,2014,3,7,1,2,2,1,1,1,1,1,1,1,1,2,14,6,1,7,30,2,2,0
8,56,3,2014,4,3,1,2,2,1,2,1,1,1,1,1,1,2,19,6,2,7,40,2,2,0
7,56,4,2014,4,7,1,2,2,1,1,1,1,1,1,1,1,2,14,11,1,7,30,2,2,0
7,56,4,2014,4,7,1,2,2,1,1,1,1,1,1,1,1,2,14,6,2,7,26,2,2,0
9,56,4,2014,3,7,1,2,2,1,1,1,1,1,1,1,1,2,19,1,1,1,40,2,2,0
3,56,4,2014,4,7,1,2,2,1,1,1,1,1,1,1,1,2,14,7,1,7,35,2,2,0
